Union ID,Loci,Union length,Occupancy score,Occupancy frequency,Constitutive,Genomic feature,Motif
133390,chr8:22484603-22484977,374,1127,0.839,Y,Intron:Slc20a2,chr8:22484774-22484793(+)
133404,chr8:22544739-22545480,741,1160,0.863,Y,Intron:Slc20a2,chr8:22545150-22545169(-)
133405,chr8:22565608-22566548,940,1267,0.943,Y,Exon:Slc20a2;Intron:Slc20a2,"chr8:22566262-22566281(-),chr8:22565759-22565778(-)"
133406,chr8:22573463-22574123,660,1172,0.872,Y,Intergenic,chr8:22573700-22573719(-)
133455,chr8:22807223-22808350,1127,1316,0.979,Y,"Promoter:1700041G16Rik,Ap3m2;Exon:1700041G16Rik;Intron:1700041G16Rik",chr8:22807938-22807957(+)
133467,chr8:22869082-22869725,643,1192,0.887,Y,Intron:Kat6a,chr8:22869485-22869504(+)
133480,chr8:22928463-22929218,755,1180,0.878,Y,Exon:Kat6a;Intron:Kat6a,chr8:22928826-22928845(-)
133496,chr8:23027748-23028756,1008,1293,0.962,Y,Intron:Ank1,"chr8:23028007-23028026(+),chr8:23028075-23028094(+),chr8:23028438-23028457(-),chr8:23028179-23028198(-)"
133508,chr8:23109069-23109891,822,1254,0.933,Y,Exon:Ank1;Intron:Ank1,chr8:23109445-23109464(-)
133513,chr8:23149443-23149938,495,1172,0.872,Y,"Promoter:Gm15816;Exon:Ank1,Gm15816","chr8:23149760-23149779(-),chr8:23149707-23149726(+)"
133516,chr8:23158085-23159018,933,1247,0.928,Y,Exon:Nkx6-3,"chr8:23158243-23158262(+),chr8:23158810-23158829(-)"
133520,chr8:23179568-23180446,878,1274,0.948,Y,Exon:Gpat4;Intron:Gpat4,"chr8:23180102-23180121(-),chr8:23180104-23180123(+)"
133533,chr8:23237664-23238293,629,1338,0.996,Y,Promoter:Gins4,"chr8:23237882-23237901(-),chr8:23237841-23237860(+),chr8:23238289-23238308(+)"
133535,chr8:23242719-23243145,426,1132,0.842,Y,Intron:Golga7,chr8:23242924-23242943(+)
133582,chr8:23596120-23596674,554,1258,0.936,Y,Intergenic,chr8:23596432-23596451(+)
133584,chr8:23605388-23605949,561,1125,0.837,Y,Intergenic,chr8:23605663-23605682(+)
133586,chr8:23629101-23630000,899,1272,0.946,Y,Intergenic,"chr8:23629384-23629403(-),chr8:23629394-23629413(-)"
133658,chr8:24386403-24386877,474,1237,0.92,Y,Intergenic,chr8:24386618-24386637(-)
133678,chr8:24525075-24525733,658,1265,0.941,Y,Intergenic,chr8:24525285-24525304(-)
133683,chr8:24546088-24546970,882,1206,0.897,Y,Exon:Ido2;Intron:Ido2,"chr8:24546210-24546229(-),chr8:24546416-24546435(-)"
133684,chr8:24547062-24547639,577,1285,0.956,Y,Exon:Ido2;Intron:Ido2,chr8:24547409-24547428(+)
133685,chr8:24554406-24554997,591,1249,0.929,Y,Intron:Ido2,chr8:24554692-24554711(+)
133694,chr8:24605331-24605950,619,1198,0.891,Y,Intron:Adam18,chr8:24605525-24605544(-)
133755,chr8:25043724-25044545,821,1289,0.959,Y,Intron:Plekha2,chr8:25044293-25044312(+)
133785,chr8:25150988-25151472,484,1306,0.972,Y,Intergenic,chr8:25151223-25151242(-)
133802,chr8:25215718-25216221,503,1267,0.943,Y,Intergenic,chr8:25215979-25215998(-)
133805,chr8:25226331-25227018,687,1168,0.869,Y,Intergenic,chr8:25226604-25226623(-)
133816,chr8:25257143-25257879,736,1180,0.878,Y,Promoter:Tacc1,"chr8:25257430-25257449(+),chr8:25257479-25257498(-)"
133818,chr8:25267830-25268548,718,1168,0.869,Y,Intergenic,chr8:25268113-25268132(+)
133820,chr8:25274890-25275447,557,1257,0.935,Y,Intergenic,chr8:25275204-25275223(+)
133821,chr8:25277057-25277598,541,1214,0.903,Y,Intergenic,chr8:25277315-25277334(+)
133884,chr8:25574834-25576450,1616,1231,0.916,Y,Exon:Fgfr1,"chr8:25576195-25576214(+),chr8:25575288-25575307(-)"
133891,chr8:25598530-25599211,681,1245,0.926,Y,"Promoter:D830025C05Rik,Letm2",chr8:25598948-25598967(+)
133900,chr8:25627184-25627687,503,1268,0.943,Y,Intron:Whsc1l1,chr8:25627432-25627451(-)
133922,chr8:25719658-25720380,722,1314,0.978,Y,"Promoter:Plpp5;Exon:Plpp5,Whsc1l1;Intron:Plpp5",chr8:25720003-25720022(+)
133926,chr8:25742802-25743371,569,1257,0.935,Y,Intron:Ddhd2,chr8:25743033-25743052(+)
133942,chr8:25791992-25792997,1005,1197,0.891,Y,Exon:Lsm1;Intron:Lsm1,"chr8:25792557-25792576(+),chr8:25792798-25792817(-)"
133989,chr8:25989830-25990369,539,1227,0.913,Y,Intron:Pomk,chr8:25990151-25990170(-)
133990,chr8:25993882-25994408,526,1198,0.891,Y,Promoter:Pomk;Exon:Pomk;Intron:Pomk,"chr8:25994157-25994176(-),chr8:25994159-25994178(+)"
134026,chr8:26168897-26169706,809,1262,0.939,Y,Intergenic,"chr8:26169005-26169024(-),chr8:26169325-26169344(-),chr8:26168924-26168943(+)"
134039,chr8:26272035-26272771,736,1121,0.834,Y,Intron:RP24-186O14.1,"chr8:26272267-26272286(+),chr8:26272531-26272550(+),chr8:26272069-26272088(+)"
134049,chr8:26344893-26345514,621,1295,0.964,Y,Intron:RP24-367D19.1,chr8:26345258-26345277(+)
134054,chr8:26380636-26381119,483,1215,0.904,Y,Intergenic,chr8:26380879-26380898(+)
134064,chr8:26443069-26443509,440,1236,0.92,Y,Intergenic,chr8:26443278-26443297(-)
134146,chr8:26981632-26982402,770,1310,0.975,Y,Promoter:RP23-479K9.3,"chr8:26982293-26982312(+),chr8:26981885-26981904(-),chr8:26982374-26982393(-)"
134153,chr8:27023195-27024234,1039,1310,0.975,Y,Promoter:Erlin2;Exon:Erlin2;Intron:Erlin2,"chr8:27023688-27023707(+),chr8:27023651-27023670(-)"
134158,chr8:27054590-27055143,553,1195,0.889,Y,Exon:Prosc,chr8:27054939-27054958(+)
134159,chr8:27058068-27058837,769,1196,0.89,Y,Intergenic,chr8:27058570-27058589(+)
134174,chr8:27112992-27113501,509,1248,0.929,Y,Exon:Adgra2;Intron:Adgra2,chr8:27113275-27113294(+)
134175,chr8:27120585-27121382,797,1193,0.888,Y,Exon:Adgra2;Intron:Adgra2,"chr8:27120752-27120771(-),chr8:27121024-27121043(+),chr8:27121062-27121081(+)"
134179,chr8:27136941-27137404,463,1293,0.962,Y,Intergenic,"chr8:27136959-27136978(+),chr8:27137143-27137162(+)"
134198,chr8:27192119-27192896,777,1306,0.972,Y,Intergenic,chr8:27192444-27192463(-)
134200,chr8:27202101-27202681,580,1128,0.839,Y,Exon:Got1l1;Intron:Got1l1,
134205,chr8:27222653-27223264,611,1193,0.888,Y,Promoter:Got1l1,chr8:27222868-27222887(+)
134210,chr8:27253583-27254148,565,1239,0.922,Y,Intergenic,chr8:27253858-27253877(+)
134217,chr8:27279739-27280713,974,1203,0.895,Y,Promoter:RP23-118B13.3;Exon:RP23-118B13.3,"chr8:27279991-27280010(-),chr8:27280174-27280193(-)"
134230,chr8:27361965-27362717,752,1169,0.87,Y,Intergenic,chr8:27362422-27362441(+)
134263,chr8:27676708-27677634,926,1228,0.914,Y,Intergenic,"chr8:27677414-27677433(+),chr8:27677313-27677332(-)"
134399,chr8:30839962-30840544,582,1165,0.867,Y,Intergenic,chr8:30840293-30840312(+)
134404,chr8:30923525-30924242,717,1154,0.859,Y,Intergenic,chr8:30923905-30923924(-)
134413,chr8:31031412-31032123,711,1127,0.839,Y,Intergenic,"chr8:31031949-31031968(+),chr8:31031797-31031816(-)"
134414,chr8:31033235-31033759,524,1322,0.984,Y,Intergenic,chr8:31033533-31033552(-)
134425,chr8:31096754-31097420,666,1290,0.96,Y,Exon:Dusp26,chr8:31097170-31097189(+)
134453,chr8:31213943-31214366,423,1185,0.882,Y,Promoter:Gm8051;Intron:Fut10,"chr8:31214128-31214147(+),chr8:31214118-31214137(+)"
134454,chr8:31215072-31215589,517,1204,0.896,Y,Promoter:Gm8051;Exon:Gm8051;Intron:Fut10,chr8:31215393-31215412(-)
134463,chr8:31297428-31298444,1016,1203,0.895,Y,Intergenic,chr8:31297829-31297848(+)
134470,chr8:31372128-31372764,636,1118,0.832,Y,Intergenic,chr8:31372534-31372553(+)
134595,chr8:33184351-33185171,820,1284,0.955,Y,Intergenic,"chr8:33185166-33185185(-),chr8:33184754-33184773(-)"
134601,chr8:33219804-33221079,1275,1188,0.884,Y,Intergenic,chr8:33220624-33220643(+)
134652,chr8:33599084-33599695,611,1283,0.955,Y,Promoter:Ppp2cb;Exon:Ppp2cb,"chr8:33599654-33599673(+),chr8:33599505-33599524(+)"
134689,chr8:33721888-33722681,793,1208,0.899,Y,Intergenic,"chr8:33722151-33722170(-),chr8:33722475-33722494(+),chr8:33722232-33722251(-)"
134711,chr8:33797153-33797731,578,1218,0.906,Y,Intron:Rbpms,"chr8:33797402-33797421(-),chr8:33797710-33797729(+),chr8:33797466-33797485(+)"
134738,chr8:33895736-33896535,799,1125,0.837,Y,Intron:Rbpms,chr8:33895933-33895952(-)
134751,chr8:33931470-33932014,544,1228,0.914,Y,Promoter:Rbpms,chr8:33931750-33931769(+)
134796,chr8:34100783-34101402,619,1327,0.987,Y,Intron:Dctn6,chr8:34101145-34101164(-)
134802,chr8:34123593-34124413,820,1233,0.917,Y,Exon:Mboat4;Intron:Mboat4,"chr8:34124379-34124398(-),chr8:34124057-34124076(+),chr8:34124023-34124042(+)"
134815,chr8:34179646-34180336,690,1227,0.913,Y,Intergenic,chr8:34180069-34180088(+)
134859,chr8:34484609-34485501,892,1185,0.882,Y,Intergenic,"chr8:34484651-34484670(-),chr8:34485120-34485139(+),chr8:34484710-34484729(-)"
134928,chr8:34815918-34816663,745,1300,0.967,Y,Exon:Dusp4;Intron:Dusp4,"chr8:34815949-34815968(-),chr8:34816338-34816357(-),chr8:34816268-34816287(-)"
134986,chr8:35159337-35159898,561,1267,0.943,Y,Intergenic,"chr8:35159525-35159544(-),chr8:35159489-35159508(-)"
135045,chr8:35468794-35469594,800,1265,0.941,Y,Exon:Eri1;Intron:Eri1,chr8:35469159-35469178(-)
135050,chr8:35498263-35499312,1049,1269,0.944,Y,Intergenic,"chr8:35498424-35498443(-),chr8:35499056-35499075(+),chr8:35498477-35498496(-),chr8:35498299-35498318(-)"
135087,chr8:35707719-35708333,614,1293,0.962,Y,Exon:RP24-348E18.2,"chr8:35708007-35708026(+),chr8:35708005-35708024(-)"
135100,chr8:35850336-35850824,488,1224,0.911,Y,Intergenic,chr8:35850579-35850598(-)
135101,chr8:35859731-35860691,960,1253,0.932,Y,Intergenic,chr8:35860410-35860429(+)
135150,chr8:36184152-36184624,472,1230,0.915,Y,Intergenic,chr8:36184366-36184385(-)
135155,chr8:36201902-36202743,841,1175,0.874,Y,Exon:RP24-266E2.4,chr8:36202163-36202182(+)
135173,chr8:36346875-36347573,698,1295,0.964,Y,Intergenic,chr8:36347096-36347115(-)
135175,chr8:36360962-36361700,738,1205,0.897,Y,Intergenic,"chr8:36361439-36361458(+),chr8:36361470-36361489(+)"
135207,chr8:36532473-36533668,1195,1266,0.942,Y,Intergenic,chr8:36532691-36532710(+)
135264,chr8:37062093-37062869,776,1175,0.874,Y,Intergenic,chr8:37062495-37062514(-)
135265,chr8:37063660-37064339,679,1217,0.906,Y,Intergenic,chr8:37063986-37064005(-)
135271,chr8:37159251-37160098,847,1186,0.882,Y,Intron:RP23-324B16.5,chr8:37159664-37159683(+)
135391,chr8:40150669-40151522,853,1207,0.898,Y,Intergenic,chr8:40151059-40151078(+)
135395,chr8:40187210-40187921,711,1143,0.85,Y,Intergenic,chr8:40187708-40187727(+)
135404,chr8:40296397-40296867,470,1290,0.96,Y,Intron:Fgf20,chr8:40296613-40296632(+)
135415,chr8:40381357-40381789,432,1172,0.872,Y,Intron:Micu3,chr8:40381529-40381548(-)
135420,chr8:40417779-40418907,1128,1284,0.955,Y,Intergenic,chr8:40418256-40418275(-)
135488,chr8:41043457-41044353,896,1288,0.958,Y,Intron:Mtus1,chr8:41043711-41043730(-)
135552,chr8:41417052-41417818,766,1316,0.979,Y,Promoter:Frg1;Exon:Frg1,chr8:41417225-41417244(-)
135556,chr8:41443537-41443995,458,1189,0.885,Y,Intergenic,chr8:41443744-41443763(+)
135562,chr8:41572995-41573453,458,1195,0.889,Y,Intergenic,"chr8:41573154-41573173(+),chr8:41573264-41573283(-),chr8:41573234-41573253(+)"
135675,chr8:44025924-44026359,435,1167,0.868,Y,Intergenic,chr8:44026121-44026140(-)
135754,chr8:45068337-45069236,899,1192,0.887,Y,Promoter:Mtnr1a;Exon:Mtnr1a,"chr8:45069138-45069157(+),chr8:45069029-45069048(+),chr8:45068979-45068998(+),chr8:45068917-45068936(+),chr8:45068989-45069008(+)"
135781,chr8:45344962-45345407,445,1295,0.964,Y,Exon:Fam149a;Intron:Fam149a,chr8:45345178-45345197(+)
135797,chr8:45454243-45454740,497,1177,0.876,Y,Intergenic,chr8:45454491-45454510(+)
135838,chr8:45816905-45817440,535,1255,0.934,Y,"Promoter:Sorbs2os;Intron:Sorbs2,Sorbs2os",chr8:45817176-45817195(+)
135858,chr8:45934664-45935279,615,1326,0.987,Y,Promoter:Ccdc110;Exon:Ccdc110;Intron:Ccdc110,"chr8:45934731-45934750(-),chr8:45934734-45934753(+),chr8:45934880-45934899(-),chr8:45934946-45934965(-)"
135889,chr8:46185264-46186168,904,1214,0.903,Y,Intron:Cfap97,"chr8:46185552-46185571(+),chr8:46185914-46185933(-)"
135900,chr8:46241675-46242304,629,1235,0.919,Y,Intergenic,chr8:46242081-46242100(+)
135904,chr8:46281536-46282235,699,1290,0.96,Y,Promoter:RP23-348E18.7,chr8:46281708-46281727(-)
135910,chr8:46305627-46306246,619,1223,0.91,Y,Intron:RP23-348E18.4,chr8:46305935-46305954(-)
135912,chr8:46310980-46311590,610,1290,0.96,Y,Intron:RP23-348E18.4,chr8:46311350-46311369(+)
135962,chr8:46547072-46547748,676,1159,0.862,Y,Intergenic,"chr8:46547473-46547492(+),chr8:46547470-46547489(-)"
135965,chr8:46559068-46559845,777,1128,0.839,Y,Intron:Cenpu,"chr8:46559444-46559463(-),chr8:46559406-46559425(+),chr8:46559596-46559615(+)"
135989,chr8:46671387-46672000,613,1292,0.961,Y,Intron:Gm16675,chr8:46671688-46671707(+)
136053,chr8:46934836-46935373,537,1262,0.939,Y,Intergenic,chr8:46935091-46935110(+)
136060,chr8:46953317-46953921,604,1260,0.938,Y,Intergenic,chr8:46953617-46953636(-)
136073,chr8:47016074-47016861,787,1271,0.946,Y,Promoter:RP23-15B11.1;Intron:Enpp6,chr8:47016457-47016476(+)
136109,chr8:47370601-47371231,630,1241,0.923,Y,Intron:4930448N21Rik,chr8:47370910-47370929(-)
136110,chr8:47371592-47371975,383,1125,0.837,Y,Intron:4930448N21Rik,chr8:47371828-47371847(-)
136168,chr8:47693094-47693551,457,1257,0.935,Y,Intergenic,chr8:47693311-47693330(-)
136182,chr8:47743245-47743978,733,1302,0.969,Y,Intergenic,chr8:47743610-47743629(+)
136210,chr8:47866876-47867495,619,1289,0.959,Y,Intron:Wwc2,"chr8:47867272-47867291(+),chr8:47867270-47867289(-)"
136211,chr8:47872263-47872876,613,1295,0.964,Y,Intron:Wwc2,chr8:47872528-47872547(+)
136238,chr8:47978734-47979293,559,1202,0.894,Y,Intron:Wwc2,chr8:47978954-47978973(+)
136246,chr8:48016410-48016948,538,1309,0.974,Y,Intergenic,chr8:48016704-48016723(-)
136278,chr8:48222238-48222736,498,1172,0.872,Y,Intergenic,chr8:48222527-48222546(+)
136440,chr8:50291903-50292977,1074,1141,0.849,Y,Intron:RP23-324L6.1,chr8:50292329-50292348(+)
136551,chr8:53606952-53607559,607,1255,0.934,Y,Exon:Neil3;Intron:Neil3,chr8:53607232-53607251(+)
136558,chr8:53663659-53664616,957,1217,0.906,Y,Intergenic,chr8:53664144-53664163(-)
136567,chr8:53869659-53870512,853,1138,0.847,Y,Intergenic,chr8:53870167-53870186(+)
136588,chr8:54153209-54153856,647,1171,0.871,Y,Intron:Vegfc,"chr8:54153417-54153436(-),chr8:54153407-54153426(-)"
136604,chr8:54493058-54493568,510,1234,0.918,Y,Intergenic,chr8:54493316-54493335(-)
136606,chr8:54507410-54508189,779,1248,0.929,Y,Intergenic,"chr8:54507939-54507958(+),chr8:54507601-54507620(+)"
136704,chr8:56530295-56530781,486,1281,0.953,Y,Intergenic,chr8:56530546-56530565(+)
136711,chr8:56614921-56615850,929,1214,0.903,Y,Intergenic,chr8:56615314-56615333(-)
136712,chr8:56616054-56616666,612,1275,0.949,Y,Intergenic,chr8:56616442-56616461(+)
136780,chr8:57429006-57429794,788,1157,0.861,Y,Intergenic,chr8:57429383-57429402(+)
136794,chr8:57503113-57504292,1179,1288,0.958,Y,Intergenic,"chr8:57503815-57503834(-),chr8:57503286-57503305(-),chr8:57503248-57503267(+)"
136800,chr8:57530772-57531530,758,1271,0.946,Y,Intron:Galnt7,chr8:57531191-57531210(-)
136802,chr8:57539951-57540770,819,1248,0.929,Y,Exon:Galnt7;Intron:Galnt7,chr8:57540359-57540378(+)
136809,chr8:57574306-57575022,716,1300,0.967,Y,Intron:Galnt7,chr8:57574584-57574603(+)
136853,chr8:57800331-57800821,490,1178,0.876,Y,Intron:Galntl6,"chr8:57800597-57800616(-),chr8:57800493-57800512(-)"
136867,chr8:57939163-57939895,732,1222,0.909,Y,Intron:Galntl6,chr8:57939644-57939663(+)
136954,chr8:60466927-60467339,412,1163,0.865,Y,Intron:Gm10283,"chr8:60467126-60467145(-),chr8:60467014-60467033(+)"
136958,chr8:60505538-60506531,993,1174,0.874,Y,Promoter:Aadat;Exon:Aadat;Intron:Aadat,"chr8:60505701-60505720(+),chr8:60506007-60506026(+)"
136998,chr8:60865457-60866249,792,1273,0.947,Y,Intergenic,chr8:60865707-60865726(-)
137031,chr8:61041646-61042593,947,1185,0.882,Y,Intron:Nek1,chr8:61042144-61042163(+)
137103,chr8:61479859-61480269,410,1119,0.833,Y,Intergenic,chr8:61480012-61480031(-)
137109,chr8:61516124-61516747,623,1301,0.968,Y,Exon:Palld;Intron:Palld,"chr8:61516693-61516712(-),chr8:61516353-61516372(-)"
137114,chr8:61539562-61540212,650,1328,0.988,Y,Intron:Palld,"chr8:61540045-61540064(-),chr8:61539878-61539897(+),chr8:61540007-61540026(+)"
137318,chr8:64596771-64597765,994,1254,0.933,Y,Exon:Cpe;Intron:Cpe,"chr8:64597089-64597108(+),chr8:64597232-64597251(-)"
137321,chr8:64618344-64619091,747,1277,0.95,Y,Intron:Cpe,chr8:64618778-64618797(+)
137372,chr8:64941074-64941861,787,1304,0.97,Y,Intron:RP23-369P21.3,chr8:64941600-64941619(-)
137385,chr8:65022181-65023136,955,1232,0.917,Y,Intron:RP24-345M16.2,chr8:65022665-65022684(+)
137400,chr8:65110363-65110822,459,1261,0.938,Y,Intron:BC030870,chr8:65110593-65110612(-)
137514,chr8:66495681-66496114,433,1226,0.912,Y,Intergenic,chr8:66495903-66495922(-)
137516,chr8:66497039-66497657,618,1153,0.858,Y,Intergenic,chr8:66497444-66497463(-)
137555,chr8:66914029-66914495,466,1172,0.872,Y,Intergenic,chr8:66914309-66914328(-)
137592,chr8:67431211-67432006,795,1295,0.964,Y,Intergenic,"chr8:67431359-67431378(+),chr8:67431606-67431625(+)"
137625,chr8:67917049-67917525,476,1247,0.928,Y,Intron:Psd3,"chr8:67917221-67917240(-),chr8:67917278-67917297(+)"
137634,chr8:67961262-67961716,454,1139,0.847,Y,"Intron:Psd3,Gm15991",chr8:67961468-67961487(-)
137640,chr8:67986438-67987222,784,1263,0.94,Y,Intergenic,chr8:67986697-67986716(+)
137642,chr8:67994641-67995256,615,1170,0.871,Y,Intergenic,chr8:67995068-67995087(+)
137645,chr8:68009815-68010780,965,1119,0.833,Y,Promoter:Gm22018;Exon:Gm22018,chr8:68010383-68010402(+)
137681,chr8:68233001-68233432,431,1255,0.934,Y,Intergenic,chr8:68233200-68233219(-)
137730,chr8:68707336-68708016,680,1200,0.893,Y,Intron:Csgalnact1,"chr8:68707732-68707751(+),chr8:68707781-68707800(-),chr8:68707589-68707608(+)"
137735,chr8:68766526-68767337,811,1191,0.886,Y,Intergenic,chr8:68766951-68766970(+)
137741,chr8:68813309-68813865,556,1134,0.844,Y,Exon:Ints10;Intron:Ints10,chr8:68813657-68813676(+)
137777,chr8:69023079-69023841,762,1260,0.938,Y,Intergenic,chr8:69023587-69023606(-)
137795,chr8:69118429-69119311,882,1331,0.99,Y,Intergenic,"chr8:69119005-69119024(+),chr8:69119052-69119071(+)"
137814,chr8:69206271-69207110,839,1258,0.936,Y,Intergenic,chr8:69206635-69206654(-)
137829,chr8:69328235-69329245,1010,1249,0.929,Y,Intergenic,"chr8:69329169-69329188(-),chr8:69329107-69329126(-),chr8:69328791-69328810(+)"
137846,chr8:69624953-69625980,1027,1145,0.852,Y,Promoter:Zfp868;Exon:Zfp868;Intron:Zfp868,"chr8:69625403-69625422(+),chr8:69625227-69625246(-),chr8:69625703-69625722(+)"
137899,chr8:69874119-69875024,905,1293,0.962,Y,Intergenic,"chr8:69874347-69874366(+),chr8:69874791-69874810(+)"
137903,chr8:69893850-69894257,407,1159,0.862,Y,Exon:Ndufa13;Intron:Yjefn3,"chr8:69894058-69894077(+),chr8:69894015-69894034(+)"
137905,chr8:69901210-69901855,645,1179,0.877,Y,"Promoter:Yjefn3,Tssk6,Ndufa13;Exon:Ndufa13;Intron:Yjefn3,Ndufa13","chr8:69901468-69901487(-),chr8:69901586-69901605(-),chr8:69901780-69901799(-)"
137910,chr8:69918682-69919382,700,1251,0.931,Y,Intron:Gatad2a,chr8:69919137-69919156(+)
137931,chr8:70001305-70002044,739,1194,0.888,Y,Intergenic,chr8:70001843-70001862(-)
137973,chr8:70166625-70167343,718,1316,0.979,Y,"Exon:Borcs8,Mef2b;Intron:Borcs8,Mef2b",chr8:70166913-70166932(-)
138006,chr8:70282495-70283346,851,1250,0.93,Y,Promoter:Homer3;Exon:Homer3;Intron:Homer3,"chr8:70282959-70282978(+),chr8:70282914-70282933(-)"
138012,chr8:70309291-70309749,458,1219,0.907,Y,Intron:Cope,chr8:70309516-70309535(+)
138028,chr8:70360627-70361269,642,1162,0.865,Y,Intergenic,"chr8:70360843-70360862(+),chr8:70361075-70361094(-)"
138035,chr8:70383233-70383710,477,1278,0.951,Y,Exon:Crtc1,chr8:70383473-70383492(+)
138042,chr8:70415174-70416073,899,1232,0.917,Y,Intron:Crtc1,"chr8:70415680-70415699(+),chr8:70415354-70415373(+)"
138063,chr8:70502824-70503503,679,1159,0.862,Y,Exon:Crlf1;Intron:Crlf1,chr8:70503254-70503273(-)
138064,chr8:70504842-70505273,431,1181,0.879,Y,Promoter:2810428I15Rik;Exon:2810428I15Rik;Intron:2810428I15Rik,"chr8:70505053-70505072(+),chr8:70505051-70505070(-)"
138065,chr8:70506423-70507200,777,1246,0.927,Y,Promoter:2810428I15Rik;Exon:2810428I15Rik;Intron:2810428I15Rik,"chr8:70506767-70506786(-),chr8:70506915-70506934(-),chr8:70506917-70506936(+)"
138090,chr8:70585228-70585663,435,1252,0.932,Y,Exon:Ell;Intron:Ell,chr8:70585463-70585482(-)
138095,chr8:70610333-70611315,982,1288,0.958,Y,"Promoter:Ssbp4,RP23-423E20.7;Exon:RP23-423E20.7","chr8:70611158-70611177(-),chr8:70610535-70610554(+),chr8:70610929-70610948(-)"
138096,chr8:70611826-70612335,509,1280,0.952,Y,Promoter:RP23-423E20.7;Exon:RP23-423E20.7,"chr8:70612078-70612097(+),chr8:70612088-70612107(+)"
138101,chr8:70629633-70630628,995,1333,0.992,Y,Promoter:Gdf15;Exon:Gdf15;Intron:Gdf15,"chr8:70629936-70629955(+),chr8:70630428-70630447(-),chr8:70629891-70629910(-)"
138110,chr8:70653106-70653738,632,1276,0.949,Y,Intron:Pgpep1,chr8:70653384-70653403(-)
138119,chr8:70672790-70673626,836,1284,0.955,Y,Promoter:Lsm4;Exon:Lsm4;Intron:Lsm4,
138130,chr8:70700644-70701142,498,1167,0.868,Y,"Promoter:Jund,Gm11175",chr8:70700788-70700807(-)
138135,chr8:70718222-70718715,493,1253,0.932,Y,Promoter:Gm3336;Exon:Gm3336;Intron:Gm3336,chr8:70718478-70718497(+)
138136,chr8:70720711-70721153,442,1234,0.918,Y,Exon:Gm3336;Intron:Gm3336,chr8:70720897-70720916(+)
138144,chr8:70751765-70752690,925,1243,0.925,Y,Promoter:Rab3a,"chr8:70751797-70751816(+),chr8:70752495-70752514(+),chr8:70752180-70752199(-),chr8:70751835-70751854(-)"
138148,chr8:70763135-70763790,655,1302,0.969,Y,Exon:Ifi30;Intron:Ifi30,chr8:70763518-70763537(+)
138149,chr8:70769304-70769791,487,1330,0.99,Y,Exon:Pik3r2;Intron:Pik3r2,"chr8:70769564-70769583(+),chr8:70769551-70769570(-)"
138168,chr8:70821455-70821982,527,1306,0.972,Y,Intergenic,chr8:70821716-70821735(+)
138174,chr8:70841016-70841492,476,1297,0.965,Y,Promoter:Arrdc2,chr8:70841230-70841249(-)
138175,chr8:70844377-70844967,590,1307,0.972,Y,Exon:Kcnn1;Intron:Kcnn1,"chr8:70844630-70844649(+),chr8:70844706-70844725(+),chr8:70844504-70844523(-),chr8:70844599-70844618(+)"
138188,chr8:70869490-70869891,401,1232,0.917,Y,Intron:Ccdc124,"chr8:70869561-70869580(+),chr8:70869693-70869712(-)"
138190,chr8:70873409-70873995,586,1306,0.972,Y,Promoter:Ccdc124;Exon:Ccdc124;Intron:Ccdc124,"chr8:70873807-70873826(+),chr8:70873805-70873824(-)"
138195,chr8:70893554-70893997,443,1138,0.847,Y,"Promoter:Slc5a5,Mir7067,Snora68","chr8:70893755-70893774(-),chr8:70893962-70893981(+),chr8:70893965-70893984(+)"
138197,chr8:70897408-70898357,949,1324,0.985,Y,"Promoter:Mir7067,Rpl18a,Snora68;Exon:Rpl18a","chr8:70897832-70897851(+),chr8:70898213-70898232(+),chr8:70898075-70898094(-)"
138207,chr8:70964170-70964673,503,1123,0.836,Y,Intergenic,"chr8:70964524-70964543(+),chr8:70964392-70964411(-)"
138256,chr8:71371216-71372190,974,1289,0.959,Y,Promoter:Ocel1;Exon:Ocel1;Intron:Ocel1,chr8:71371765-71371784(+)
138269,chr8:71406445-71407182,737,1161,0.864,Y,Promoter:Ankle1;Exon:Ankle1;Intron:Ankle1,chr8:71406831-71406850(-)
138276,chr8:71440984-71441864,880,1190,0.885,Y,Intergenic,chr8:71441582-71441601(+)
138281,chr8:71464355-71465146,791,1330,0.99,Y,"Promoter:Mrpl34,Abhd8;Exon:Mrpl34;Intron:Mrpl34","chr8:71464680-71464699(+),chr8:71464691-71464710(-),chr8:71464784-71464803(-),chr8:71464856-71464875(-)"
138286,chr8:71477365-71477978,613,1164,0.866,Y,Intron:Ano8,chr8:71477744-71477763(-)
138291,chr8:71494670-71495380,710,1272,0.946,Y,Intergenic,chr8:71495114-71495133(+)
138302,chr8:71521568-71522107,539,1298,0.966,Y,Exon:C430049E01Rik;Intron:C430049E01Rik,chr8:71521849-71521868(-)
138305,chr8:71530627-71531219,592,1116,0.83,Y,Intergenic,chr8:71530924-71530943(-)
138320,chr8:71562775-71563308,533,1117,0.831,Y,Exon:Nxnl1;Intron:Nxnl1,chr8:71562992-71563011(+)
138328,chr8:71586814-71587786,972,1173,0.873,Y,Intergenic,"chr8:71587032-71587051(+),chr8:71587621-71587640(+),chr8:71587030-71587049(-),chr8:71587659-71587678(-)"
138330,chr8:71595856-71596342,486,1315,0.978,Y,Promoter:Fam129c;Exon:Pgls;Intron:Pgls,"chr8:71596112-71596131(-),chr8:71596053-71596072(-)"
