Union ID,Loci,Union length,Occupancy score,Occupancy frequency,Constitutive,Genomic feature,Motif,Cell type gain,Cell type lost
222306,chr7:36967082-36967758,676,1979,0.944,Y,Intron:ELMO1,chr7:36967499-36967518(+),,"Kasumi-1,CD34,LCL1"
222310,chr7:36987052-36987678,626,2056,0.98,Y,Intron:ELMO1,chr7:36987293-36987312(+),,
222345,chr7:37181968-37182390,422,2080,0.992,Y,Intron:ELMO1,chr7:37182167-37182186(-),,
222347,chr7:37198560-37199273,713,2043,0.974,Y,Intron:ELMO1,"chr7:37198697-37198716(-),chr7:37199035-37199054(-),chr7:37199159-37199178(-)",,
222348,chr7:37201571-37202183,612,2004,0.956,Y,Intron:ELMO1,chr7:37201757-37201776(-),,
222351,chr7:37208234-37208974,740,1677,0.8,Y,Intron:ELMO1,chr7:37208648-37208667(+),,"hESC,GM25256,CUTLL1,HL-60,R1-hiPSC8,LoVo,SEM,BEAS-2B,RUES1"
222362,chr7:37234804-37235231,427,1778,0.848,Y,Intron:ELMO1,chr7:37235027-37235046(+),,"HSPC,WI-38,RPE,RPE1,BJ,brainstem"
222375,chr7:37284585-37285139,554,1964,0.937,Y,Intron:ELMO1,chr7:37284893-37284912(+),,"WI-38,CP-A,AG04450,IOSE11,AG09309,BJ,brainstem"
222415,chr7:37448707-37449469,762,1507,0.719,Y,Promoter:ELMO1;Exon:ELMO1,"chr7:37448913-37448932(-),chr7:37449265-37449284(-)",,"WI-38,HeLa,Mutu-LCL,Tet21N,SiHa,IMR-90,CP-A,RPE,HFFc6,RPE1,Ca-Ski,MCF-10CA1a,RMG-II,LoVo,RKO,MCF-10A,GP5d,HMS001,MCAS,MDA-MB-231,Calu-3,brainstem,93-VU147T,PANC-1"
222428,chr7:37495114-37496036,922,1817,0.866,Y,Intergenic,chr7:37495779-37495798(-),,"HSPC,CV-hIPS-B,cortex,FULVR,mesenchymal_stromal,FB8470,KB,IOSE11"
222432,chr7:37509786-37510748,962,1862,0.888,Y,Intergenic,chr7:37510229-37510248(-),,"cortex,WI-38,FULVR,CP-A,RPE,RPE1,BM-hMSC-TERT4,brainstem"
222476,chr7:37732169-37732575,406,1670,0.796,Y,Intron:GPR141,chr7:37732371-37732390(-),,"HSPC,cortex,WI-38,astrocyte,IMR-90,FULVR,osteocyte,CP-A,AoAF,RPE,HFFc6,AG04450,RPE1,HFF,BM-hMSC-TERT4,IOSE11,MCAS,brainstem,BEAS-2B"
222492,chr7:37833296-37834093,797,1983,0.946,Y,Intergenic,chr7:37833734-37833753(-),,"FULVR,brainstem"
222498,chr7:37901136-37902373,1237,1791,0.854,Y,Intergenic,chr7:37901424-37901443(+),,"HSPC,cortex,WI-38,neutrophil,mesenchymal_stromal,FB8470,brainstem,BEAS-2B"
222502,chr7:37916227-37917463,1236,1882,0.897,Y,Promoter:SFRP4;Exon:SFRP4,"chr7:37916539-37916558(-),chr7:37917243-37917262(+)",,"WI-38,Mutu-LCL,neutrophil,DND-41,MCAS"
222535,chr7:38070409-38071212,803,1583,0.755,Y,Intergenic,,,"HSPC,FT282,cortex,WI-38,Mutu-LCL,FULVR,neutrophil,VCaP,IOSE11,foreskin_keratinocyte,BJ,HUVEC-C"
222539,chr7:38105844-38106493,649,1874,0.894,Y,Intergenic,chr7:38106064-38106083(+),,"HSPC,cortex,FULVR"
222541,chr7:38107167-38107842,675,2025,0.966,Y,Intergenic,chr7:38107602-38107621(+),,
222558,chr7:38215695-38216182,487,2083,0.993,Y,Intron:STARD3NL,"chr7:38215877-38215896(-),chr7:38215890-38215909(+)",,
222560,chr7:38222394-38223256,862,1997,0.952,Y,Intron:STARD3NL,chr7:38222670-38222689(-),,"FULVR,mesenchymal_stromal"
222578,chr7:38318773-38319278,505,1888,0.9,Y,Promoter:TRGV9,chr7:38318999-38319018(-),,ovary
222585,chr7:38335373-38336105,732,2056,0.98,Y,Promoter:TRGV7;Exon:TRGV7;Intron:TRGV7,"chr7:38335619-38335638(+),chr7:38335771-38335790(-),chr7:38335840-38335859(+)",,
222587,chr7:38345358-38346000,642,1781,0.849,Y,"Promoter:TRGV5P;Exon:TRGV5P;Intron:TRG-AS1,TRGV5P","chr7:38345604-38345623(+),chr7:38345755-38345774(-)",,"NHDF-neo,HAP-1,right_atrium_auricular_region,GM12890,DoHH2,ALL_xenograft,KMS-11,uterus,93-VU147T,ovary"
222589,chr7:38354194-38354786,592,1566,0.747,Y,Promoter:TRGV4;Intron:TRG-AS1,"chr7:38354288-38354307(+),chr7:38354446-38354465(-),chr7:38354710-38354729(+)",,"cortex,A549-ACE2,Tet21N,GIST-T1,hESC,GM25256,TC-71,HFF,ALL_xenograft,Loucy,Ca-Ski,brain_organoid,HUES-64,LoVo,brainstem,A-673,ovary"
222591,chr7:38363382-38363775,393,1576,0.752,Y,Promoter:TRGV2;Intron:TRG-AS1,"chr7:38363433-38363452(+),chr7:38363463-38363482(+),chr7:38363590-38363609(-)",,"BE2C,NHDF-neo,WI-38,astrocyte,SiHa,hESC,breast_epithelium,psoas_muscle,brain_organoid,HPF,MCAS,ovary,BT-245"
222592,chr7:38368140-38368709,569,1897,0.905,Y,"Promoter:TRG,TRGV1;Intron:TRG-AS1",chr7:38368313-38368332(-),,"Ca-Ski,pancreatic_islets,uterus,ovary"
222593,chr7:38369861-38370264,403,1933,0.922,Y,"Promoter:TRG,TRGV1;Intron:TRG-AS1",chr7:38370032-38370051(-),,"hESC,ovary"
222594,chr7:38374327-38374947,620,1688,0.805,Y,Intron:TRG-AS1,chr7:38374602-38374621(-),,"CV-hIPS-B,cortex,FULVR,mesenchymal_stromal,NALM-6,KB,EndoC-[beta]H3,MCAS"
222601,chr7:38398374-38399294,920,2058,0.981,Y,Intron:AMPH,"chr7:38398892-38398911(+),chr7:38398895-38398914(+)",,
222651,chr7:38660420-38661141,721,1952,0.931,Y,Intergenic,chr7:38660691-38660710(-),,"cortex,ovary"
222666,chr7:38747834-38748780,946,1609,0.767,Y,Intron:VPS41,"chr7:38748526-38748545(-),chr7:38748149-38748168(-)",,"HSPC,CV-hIPS-B,cortex,Mutu-LCL,peyers_patch,neutrophil,GM25256,CUTLL1,EFO-27,GM12872,spleen,Rh30,R1-hiPSC1"
222674,chr7:38796557-38797317,760,1929,0.92,Y,Exon:VPS41;Intron:VPS41,chr7:38797097-38797116(+),,"HSPC,cortex,IMR32,FULVR,mesenchymal_stromal,FB8470,R1-hiPSC8,brainstem"
222703,chr7:38932534-38932940,406,2046,0.976,Y,Intergenic,chr7:38932742-38932761(+),,"HSPC,FULVR"
222791,chr7:39453390-39454341,951,1966,0.938,Y,"Intron:LOC105375238,POU6F2",chr7:39453930-39453949(+),,"cortex,FULVR,vagina,uterus,brainstem,ovary"
222793,chr7:39464899-39465367,468,1980,0.944,Y,Exon:POU6F2;Intron:LOC105375238,"chr7:39465141-39465160(-),chr7:39465143-39465162(+)",,HSPC
222804,chr7:39519801-39520382,581,2016,0.961,Y,Intron:LOC105375237,chr7:39520090-39520109(-),,
222816,chr7:39580161-39580838,677,2048,0.977,Y,Intron:YAE1,chr7:39580588-39580607(+),,"HSPC,FULVR"
222857,chr7:39746165-39746541,376,2010,0.959,Y,Intron:LINC00265,chr7:39746357-39746376(-),,
222888,chr7:39896110-39897069,959,2023,0.965,Y,Intron:LOC101928688,"chr7:39896516-39896535(+),chr7:39897056-39897075(+)",,"cortex,FULVR"
222900,chr7:39951035-39951919,884,1630,0.777,Y,"Promoter:CDK13,CDK13-DT;Exon:CDK13;Intron:CDK13","chr7:39951563-39951582(+),chr7:39951664-39951683(+),chr7:39951667-39951686(+),chr7:39951803-39951822(+)",,"SiHa,macrophage,hESC,GM25256,Ca-Ski,brainstem"
222922,chr7:40052037-40052962,925,1963,0.936,Y,Exon:CDK13;Intron:CDK13,chr7:40052663-40052682(-),,"HSPC,cortex,FULVR,FB8470,EFO-27"
222929,chr7:40134191-40135395,1204,2067,0.986,Y,"Promoter:MPLKIP,SUGCT;Exon:MPLKIP,SUGCT;Intron:MPLKIP,SUGCT","chr7:40134310-40134329(+),chr7:40134939-40134958(-),chr7:40134951-40134970(+)",,"Ca-Ski,MCF-10CA1a"
222948,chr7:40232215-40232960,745,1808,0.862,Y,Intron:SUGCT,chr7:40232717-40232736(+),,"HSPC,cortex,FULVR,mesenchymal_stromal,R1-hiPSC8,mesoderm,R1-hiPSC1"
222962,chr7:40329316-40330294,978,1948,0.929,Y,Intron:SUGCT,chr7:40329739-40329758(+),,"HSPC,FULVR,mesenchymal_stromal,FB8470"
223005,chr7:40604500-40605222,722,1880,0.897,Y,Intron:SUGCT,chr7:40605015-40605034(-),,"DLD-1,vagina,KMS-11"
223090,chr7:41003048-41003612,564,1992,0.95,Y,Intron:SUGCT,chr7:41003226-41003245(+),,"FULVR,ovary"
223247,chr7:41696344-41696869,525,1964,0.937,Y,"Intron:INHBA,INHBA-AS1",chr7:41696610-41696629(-),,"Mutu-LCL,SEM"
223249,chr7:41705075-41705902,827,1997,0.952,Y,"Promoter:INHBA;Exon:INHBA;Intron:INHBA,INHBA-AS1","chr7:41705286-41705305(-),chr7:41705649-41705668(-)",,
223250,chr7:41711200-41712115,915,1823,0.869,Y,Exon:INHBA-AS1;Intron:INHBA-AS1,chr7:41711894-41711913(-),,"cortex,psoas_muscle,LCL1,brainstem"
223254,chr7:41731983-41733126,1143,1544,0.736,Y,Intron:INHBA-AS1,chr7:41732367-41732386(-),,"HSPC,CV-hIPS-B,cortex,right_atrium_auricular_region,Mutu-LCL,FULVR,mesenchymal_stromal,retina,SMS-CTR,CUTLL1,HEL,gastrocnemius_medialis,KB,EFO-27,Rh4"
223315,chr7:41940694-41941185,491,2007,0.957,Y,Intergenic,chr7:41940932-41940951(+),,
223317,chr7:41942984-41943518,534,2072,0.988,Y,Intergenic,chr7:41943213-41943232(+),,
223329,chr7:41977045-41977625,580,1871,0.892,Y,Exon:GLI3;Intron:GLI3,"chr7:41977112-41977131(+),chr7:41977284-41977303(+)",,neutrophil
223331,chr7:41979743-41980453,710,1894,0.903,Y,Intron:GLI3,,,"cortex,Mutu-LCL,neutrophil"
223341,chr7:42014553-42015164,611,1972,0.94,Y,Intron:GLI3,chr7:42014815-42014834(+),,ovary
223393,chr7:42185711-42186745,1034,1630,0.777,Y,Intron:GLI3,"chr7:42185896-42185915(-),chr7:42186487-42186506(+)",,"cortex,neutrophil,stomach,gastrocnemius_medialis,spleen,uterus,brainstem,GBM8,Myometrium"
223498,chr7:42690443-42691474,1031,1670,0.796,Y,Intron:LINC01448,chr7:42691227-42691246(-),,"macrophage,cortex,T-cell,right_atrium_auricular_region,HSPC,neutrophil,NK,CUTLL1"
223513,chr7:42745313-42746093,780,1797,0.857,Y,Intergenic,,,"cortex,ovary,neutrophil,brainstem,pancreatic_islets"
223526,chr7:42831650-42832081,431,1762,0.84,Y,Intergenic,chr7:42831837-42831856(-),,"macrophage,T-cell,HSPC,GM25256,neutrophil,monocyte"
223529,chr7:42843126-42843829,703,1731,0.825,Y,Intergenic,,,"HMS001,NALM-6,Kuramochi,FULVR,R1-hiPSC1,MCF-10A,HEC-1-B,KMS-11,tongue,neutrophil,Mutu-LCL,MOLT-14,MCF-10CA1a,monocyte"
223535,chr7:42876284-42877045,761,2039,0.972,Y,Intergenic,chr7:42876635-42876654(-),,"cortex,HSPC"
223554,chr7:42940985-42941941,956,2079,0.991,Y,Intergenic,"chr7:42941203-42941222(-),chr7:42941432-42941451(+)",,
223589,chr7:43108362-43108843,481,2036,0.971,Y,Intergenic,,,neutrophil
223632,chr7:43261177-43261657,480,2076,0.99,Y,Intron:HECW1,"chr7:43261444-43261463(-),chr7:43261638-43261657(+)",,
223670,chr7:43439733-43440417,684,2037,0.971,Y,Intron:HECW1,"chr7:43439974-43439993(-),chr7:43439976-43439995(+)",,ovary
223673,chr7:43454801-43455754,953,1785,0.851,Y,Intron:HECW1,chr7:43455185-43455204(-),,"FULVR,mesenchymal_stromal,HSPC"
223714,chr7:43582581-43583033,452,2090,0.997,Y,Promoter:STK17A,"chr7:43582808-43582827(+),chr7:43582877-43582896(+)",,
223748,chr7:43699736-43700542,806,1864,0.889,Y,Intron:COA1,chr7:43700148-43700167(-),,"R1-hiPSC8,cortex,normal_urothelial,FB8470,GM25256,brainstem"
223750,chr7:43720783-43721658,875,1805,0.861,Y,Intron:COA1,chr7:43721396-43721415(-),,"SMS-CTR,KB,cortex,bladder,FULVR,Rh4,mesenchymal_stromal,HSPC,normal_urothelial,IMR32,FB8470,R1-hiPSC4,Mutu-LCL,brainstem,Rh30,EFO-27"
223788,chr7:43838737-43839419,682,2092,0.998,Y,Intergenic,"chr7:43838787-43838806(-),chr7:43839023-43839042(-),chr7:43839092-43839111(-)",,
223823,chr7:43954456-43954943,487,1773,0.845,Y,Exon:UBE2D4;Intron:POLR2J4,chr7:43954706-43954725(-),,"macrophage,cortex,HSPC,uterus,neutrophil"
223835,chr7:44018910-44019463,553,2033,0.969,Y,Promoter:POLR2J4;Exon:POLR2J4;Intron:POLR2J4,chr7:44019228-44019247(-),,
223838,chr7:44020216-44020653,437,1814,0.865,Y,Promoter:POLR2J4,chr7:44020359-44020378(+),,"DoHH2,H1,HPF,LoVo,hESC,HUES-64"
223851,chr7:44072053-44072695,642,2015,0.961,Y,Promoter:MIR6838;Exon:POLM,"chr7:44072160-44072179(+),chr7:44072478-44072497(+)",,neutrophil
223859,chr7:44082097-44082714,617,1964,0.937,Y,Promoter:POLM;Exon:POLM;Intron:POLM,chr7:44082391-44082410(+),,"brainstem,MCF-10CA1a"
223902,chr7:44196302-44196801,499,1935,0.923,Y,Intergenic,,,neutrophil
223903,chr7:44200719-44201298,579,1765,0.842,Y,Promoter:YKT6;Exon:YKT6;Intron:YKT6,"chr7:44200838-44200857(-),chr7:44200984-44201003(+),chr7:44201035-44201054(+)",,pancreatic_islets
223905,chr7:44214037-44214754,717,1566,0.747,Y,Exon:YKT6,"chr7:44214431-44214450(+),chr7:44214518-44214537(+)",,"Myometrium,vagina,macrophage,gastrocnemius_medialis,esophagus_muscularis_mucosa,testis,uterus,tibial_artery,tibial_nerve,colon,neutrophil,thoracic_aorta,brainstem,stomach,NK,spleen,lung,monocyte"
223915,chr7:44240733-44241409,676,2012,0.959,Y,Exon:CAMK2B;Intron:CAMK2B,"chr7:44240786-44240805(-),chr7:44241142-44241161(+)",,
223916,chr7:44244247-44244706,459,1578,0.753,Y,Intron:CAMK2B,chr7:44244470-44244489(+),,"esophagus_squamous_epithelium,MDA-MB-157,pancreas,uterus,ovary,colon,neutrophil,brainstem,stomach,breast_epithelium,lymph_node,coronary_artery"
223988,chr7:44477110-44477759,649,2075,0.99,Y,Intron:NUDCD3,chr7:44477517-44477536(-),,
224000,chr7:44534490-44535073,583,1919,0.915,Y,Exon:NPC1L1;Intron:NPC1L1,,,"cortex,uterus,ovary,lymph_node"
224008,chr7:44565448-44565919,471,2087,0.995,Y,Exon:DDX56,"chr7:44565442-44565461(+),chr7:44565672-44565691(-)",,
224012,chr7:44587866-44588744,878,1862,0.888,Y,Intergenic,"chr7:44588029-44588048(+),chr7:44588271-44588290(+)",,"cortex,FULVR,mesenchymal_stromal,FB8470,GM25256"
224090,chr7:44796710-44797837,1127,1888,0.9,Y,"Promoter:LOC105375259,PPIA;Exon:PPIA;Intron:PPIA",,,
224098,chr7:44847579-44848028,449,2052,0.979,Y,"Promoter:H2AZ2,H2AZ2-DT;Exon:H2AZ2;Intron:H2AZ2",chr7:44847818-44847837(-),,MCF-10CA1a
224102,chr7:44856880-44857416,536,2041,0.973,Y,Intergenic,chr7:44857105-44857124(+),,
224123,chr7:44922046-44922683,637,2081,0.992,Y,Promoter:MRPS23P1,chr7:44922277-44922296(-),,
224140,chr7:44973531-44974289,758,1821,0.868,Y,Intron:MYO1G,chr7:44973929-44973948(+),,"ovary,LoVo,brainstem"
224191,chr7:45111309-45112451,1142,1692,0.807,Y,Promoter:TBRG4;Exon:TBRG4;Intron:TBRG4,chr7:45111778-45111797(-),,"macrophage,HEY,mesoderm,CV-hIPS-B,GM25256,R1-hiPSC4,LCL1"
224198,chr7:45135894-45136837,943,2053,0.979,Y,Intergenic,"chr7:45136178-45136197(-),chr7:45136318-45136337(-),chr7:45136578-45136597(-)",,FULVR
224203,chr7:45154399-45155006,607,2070,0.987,Y,Intergenic,chr7:45154777-45154796(+),,
224229,chr7:45259878-45260606,728,2067,0.986,Y,Promoter:LOC107986736;Exon:LOC107986736,chr7:45260194-45260213(-),,
224324,chr7:45663029-45663907,878,1923,0.917,Y,Intron:ADCY1,"chr7:45663143-45663162(-),chr7:45663467-45663486(+)",,ovary
224360,chr7:45854200-45854720,520,2027,0.967,Y,Intergenic,chr7:45854456-45854475(-),,
224364,chr7:45872088-45873010,922,1567,0.747,Y,Exon:CCDC201;Intron:CCDC201,"chr7:45872090-45872109(+),chr7:45872298-45872317(+),chr7:45872595-45872614(+)",,"vagina,cortex,gastrocnemius_medialis,uterus,ovary,RKO,tibial_nerve,neutrophil,thoracic_aorta,stomach,NK,breast_epithelium,gastroesophageal_sphincter,lymph_node,thyroid_gland,pancreatic_islets,spleen"
224374,chr7:45890449-45891519,1070,1808,0.862,Y,Promoter:IGFBP1;Exon:IGFBP1;Intron:IGFBP1,"chr7:45890606-45890625(-),chr7:45890839-45890858(-),chr7:45891276-45891295(+)",,"KB,cortex,FULVR,mesenchymal_stromal,HSPC,normal_urothelial,neutrophil,Mutu-LCL,Rh30"
224382,chr7:45917429-45917965,536,2066,0.985,Y,Exon:IGFBP3;Intron:IGFBP3,chr7:45917753-45917772(+),,
224383,chr7:45922188-45922538,350,1681,0.802,Y,Promoter:IGFBP3,chr7:45922346-45922365(+),,"macrophage,NALM-6,DND-41,T-cell,B-cell,GM19239,SEM,Loucy,Kasumi-1,neutrophil,Mutu-LCL,697,LCL1,monocyte"
224384,chr7:45923008-45923577,569,2032,0.969,Y,Promoter:IGFBP3,,,neutrophil
224485,chr7:46352276-46352763,487,1819,0.867,Y,Intergenic,chr7:46352546-46352565(-),,"macrophage,cortex,FULVR,neutrophil,Mutu-LCL,monocyte"
224668,chr7:47088777-47089168,391,2056,0.98,Y,Intergenic,chr7:47088988-47089007(-),,neutrophil
224671,chr7:47100792-47101415,623,1732,0.826,Y,Intergenic,"chr7:47100978-47100997(+),chr7:47101004-47101023(-)",,"cortex,mesothelial_epicardium,T-cell,ovary,SEM,Kasumi-1,neutrophil,retina,NK,EndoC-[beta]H3,breast_epithelium"
224688,chr7:47180150-47180820,670,1985,0.947,Y,Intergenic,chr7:47180388-47180407(-),,"HSPC,neutrophil"
224707,chr7:47254279-47255006,727,2011,0.959,Y,Promoter:LOC124901628;Exon:LOC124901628;Intron:LOC124901628,"chr7:47254590-47254609(-),chr7:47254623-47254642(+)",,"DND-41,Ca-Ski,Kasumi-1,MOLT-14,MCF-10CA1a,TC-71"
224708,chr7:47266181-47266647,466,2076,0.99,Y,Intergenic,chr7:47266405-47266424(+),,
224762,chr7:47435698-47436230,532,1868,0.891,Y,Intron:TNS3,chr7:47436004-47436023(+),,"T-cell,Loucy,Kasumi-1,neutrophil,Mutu-LCL,WA01,CUTLL1"
224764,chr7:47444317-47445372,1055,1756,0.837,Y,Intron:TNS3,chr7:47444874-47444893(+),,"cortex,DND-41,BEAS-2B,Loucy,neutrophil,Mutu-LCL,retina,NK,T-lymphocyte,CUTLL1"
224915,chr7:47792499-47793141,642,1566,0.747,Y,Exon:PKD1L1;Intron:PKD1L1,chr7:47792703-47792722(+),,"cortex,DND-41,FULVR,mesenchymal_stromal,T-cell,uterus,ovary,SEM,Kasumi-1,neutrophil,brainstem,NK,EndoC-[beta]H3,LCL1,T-lymphocyte,EFO-27,TC-71,CUTLL1"
224922,chr7:47819314-47819734,420,2055,0.98,Y,"Exon:PKD1L1-AS1;Intron:PKD1L1,PKD1L1-AS1",chr7:47819503-47819522(-),,HSPC
224954,chr7:47944811-47945636,825,2021,0.964,Y,Intron:PKD1L1,chr7:47945389-47945408(+),,cortex
224958,chr7:47968549-47969351,802,2056,0.98,Y,Exon:HUS1;Intron:HUS1,chr7:47969023-47969042(-),,
224964,chr7:47991679-47992376,697,1798,0.857,Y,Intron:SUN3,"chr7:47991897-47991916(+),chr7:47992272-47992291(+)",,"DND-41,Ca-Ski,HEC-1-B,LNCaP,DIvA,GM25256,Jurkat,RKO,brainstem,VCaP"
224993,chr7:48110113-48110763,650,2084,0.994,Y,Intergenic,"chr7:48110335-48110354(-),chr7:48110372-48110391(-),chr7:48110374-48110393(+)",,
225002,chr7:48154536-48155553,1017,1802,0.859,Y,Intergenic,chr7:48154959-48154978(-),,"cortex,gastrocnemius_medialis,right_atrium_auricular_region,ovary,neutrophil,brainstem"
225038,chr7:48299360-48300001,641,1964,0.937,Y,Intron:ABCA13,"chr7:48299487-48299506(+),chr7:48299762-48299781(+)",,"FULVR,HSPC"
225045,chr7:48336425-48337584,1159,1655,0.789,Y,Intron:ABCA13,"chr7:48336712-48336731(+),chr7:48337207-48337226(+)",,"cortex,FULVR,gastrocnemius_medialis,uterus,Mutu-LCL,thoracic_aorta,stomach"
225064,chr7:48424760-48425184,424,1522,0.726,Y,Intron:ABCA13,chr7:48424960-48424979(+),,"cortex,FULVR,mesothelial_epicardium,gastrocnemius_medialis,BEAS-2B,esophagus_muscularis_mucosa,mesenchymal_stromal,HSPC,uterus,tibial_artery,AC7,tibial_nerve,BM-hMSC-TERT4,thoracic_aorta,stomach,NK,breast_epithelium,gastroesophageal_sphincter,ascending_aorta,thyroid_gland,T-lymphocyte,spleen,TC-71"
225113,chr7:48875288-48875814,526,1562,0.745,Y,Intergenic,"chr7:48875497-48875516(-),chr7:48875510-48875529(+)",,"BE2C,DND-41,WI-38,gastrocnemius_medialis,esophagus_muscularis_mucosa,ovary,AC7,Kasumi-1,neutrophil,BM-hMSC-TERT4,erythroid,thoracic_aorta,brainstem,HCT-116,stomach,NK,LCL1,T-ALL,TC-71,CUTLL1"
225128,chr7:49001407-49002017,610,1684,0.803,Y,Intergenic,chr7:49001700-49001719(+),,"RPE1,gastrocnemius_medialis,GFTR230,uterus,AG04450,tibial_artery,AC7,neutrophil,BM-hMSC-TERT4,thoracic_aorta,RPE,HUVEC-C,stomach,EndoC-[beta]H3,coronary_artery"
225231,chr7:49852563-49853519,956,1936,0.923,Y,"Intron:VWC2,ZPBP","chr7:49852827-49852846(-),chr7:49853055-49853074(+),chr7:49853192-49853211(-),chr7:49853468-49853487(-)",,"CP-A,neutrophil,NK,Tet21N"
225259,chr7:50092220-50093436,1216,1987,0.948,Y,"Promoter:LOC124901630,ZPBP;Exon:LOC124901630,ZPBP;Intron:ZPBP","chr7:50092658-50092677(+),chr7:50093063-50093082(+),chr7:50093259-50093278(+)",,"mesenchymal_stromal,Tet21N"
225265,chr7:50142276-50142926,650,1872,0.893,Y,Intron:SPMIP7,chr7:50142504-50142523(+),,"cortex,FULVR,Rh4,normal_urothelial,IMR32,FB8470,R1-hiPSC4,Rh30"
225286,chr7:50204950-50205830,880,2026,0.966,Y,Intergenic,chr7:50205513-50205532(+),,ovary
225347,chr7:50369321-50369825,504,1792,0.855,Y,Exon:IKZF1;Intron:IKZF1,chr7:50369611-50369630(-),,"cortex,uterus,ovary,brainstem,EndoC-[beta]H3"
225361,chr7:50418000-50418640,640,2066,0.985,Y,Intergenic,"chr7:50418165-50418184(+),chr7:50418200-50418219(-),chr7:50418286-50418305(-)",,
225372,chr7:50467685-50468425,740,2077,0.99,Y,Intron:DDC,"chr7:50467887-50467906(-),chr7:50468195-50468214(+)",,
225416,chr7:50595456-50595979,523,1638,0.781,Y,Exon:GRB10;Intron:GRB10,"chr7:50595678-50595697(-),chr7:50595681-50595700(+)",,"macrophage,cortex,GM25256,neutrophil,brainstem"
225429,chr7:50632694-50633258,564,2067,0.986,Y,Intron:GRB10,"chr7:50632744-50632763(-),chr7:50632774-50632793(-),chr7:50632823-50632842(+),chr7:50633087-50633106(-),chr7:50633100-50633119(+)",,cortex
225447,chr7:50679035-50679854,819,1545,0.737,Y,Intron:GRB10,chr7:50679441-50679460(-),,"cortex,FULVR,mesenchymal_stromal,HAP-1,HSPC,CV-hIPS-B,FB8470,GM25256,neural_crest_stem,Mutu-LCL,Rh30"
225450,chr7:50696298-50697227,929,1742,0.831,Y,Exon:GRB10;Intron:GRB10,chr7:50696884-50696903(+),,"cortex,FULVR,HSPC,neutrophil,brainstem,EFO-27"
225559,chr7:51067418-51068280,862,1994,0.951,Y,Intron:COBL,chr7:51067849-51067868(-),,"neutrophil,Tet21N"
225581,chr7:51141351-51142007,656,1734,0.827,Y,Intron:COBL,chr7:51141604-51141623(-),,"R1-hiPSC8,DND-41,SiHa,Kasumi-1,neutrophil,NK,Tet21N"
225587,chr7:51161034-51161408,374,2072,0.988,Y,Intron:COBL,"chr7:51161206-51161225(-),chr7:51161208-51161227(+)",,
225588,chr7:51162663-51163167,504,2006,0.957,Y,Intron:COBL,"chr7:51162901-51162920(+),chr7:51163163-51163182(-)",,neutrophil
225657,chr7:51367016-51367452,436,1958,0.934,Y,Intergenic,chr7:51367239-51367258(-),,"IOSE11,neutrophil,NK,Tet21N"
225670,chr7:51430392-51430879,487,2007,0.957,Y,Intergenic,chr7:51430646-51430665(+),,FULVR
225767,chr7:52018157-52018936,779,1617,0.771,Y,Intron:LOC107986738,chr7:52018625-52018644(+),,"vagina,ASC,macrophage,cortex,adipocyte,gastrocnemius_medialis,esophagus_muscularis_mucosa,mesenchymal_stromal,A549-ACE2,right_atrium_auricular_region,MCAS,IMR-90,uterus,FB8470,tibial_artery,ovary,foreskin_keratinocyte,IOSE11,CP-A,neutrophil,BM-hMSC-TERT4,brainstem,FB0167P,WA01,NK,breast_epithelium"
225928,chr7:53349902-53350650,748,1503,0.717,Y,Intron:LOC105375282,chr7:53350434-53350453(+),,"Myometrium,vagina,ASC,macrophage,RPE1,adipocyte,WI-38,gastrocnemius_medialis,mesenchymal_stromal,A549-ACE2,T-cell,MCAS,IMR-90,uterus,AG04450,FB8470,ovary,foreskin_keratinocyte,FT282,IOSE11,neutrophil,BM-hMSC-TERT4,brainstem,RPE,AG10803,stomach,NK,EndoC-[beta]H3,LCL1,thyroid_gland,AG09319,peyers_patch,Tet21N"
226093,chr7:54664237-54665261,1024,1594,0.76,Y,Intergenic,"chr7:54664516-54664535(-),chr7:54665024-54665043(-)",,"BLaER,vagina,macrophage,WI-38,gastrocnemius_medialis,T-cell,right_atrium_auricular_region,GM06990,SiHa,93-VU147T,SEM,GM25256,Loucy,neutrophil,Mutu-LCL,thoracic_aorta,brainstem,NK,thyroid_gland,monocyte,CUTLL1"
226117,chr7:54773736-54774567,831,2064,0.984,Y,Intron:SEC61G-DT,"chr7:54773914-54773933(+),chr7:54774320-54774339(+)",,
226123,chr7:54788464-54789009,545,1808,0.862,Y,Intron:SEC61G-DT,"chr7:54788740-54788759(+),chr7:54788834-54788853(-)",,"DND-41,HEL,HSPC,SEM,neutrophil,Mutu-LCL,NK,LCL1,CUTLL1"
226139,chr7:54839574-54840022,448,1695,0.808,Y,Intergenic,"chr7:54839692-54839711(-),chr7:54839751-54839770(-),chr7:54839789-54839808(-),chr7:54839792-54839811(-)",,"DND-41,mesothelial_epicardium,T-cell,KMS-11,B-cell,SEM,Jurkat,neutrophil,WA01,CD34,NK,MOLT-14,T-lymphocyte,T-ALL,CUTLL1"
226286,chr7:55254781-55255959,1178,2022,0.964,Y,Promoter:ELDR;Exon:ELDR;Intron:ELDR,"chr7:55255008-55255027(-),chr7:55255104-55255123(+),chr7:55255706-55255725(-)",,MCF-10CA1a
226290,chr7:55279631-55280326,695,1962,0.936,Y,Intergenic,chr7:55280114-55280133(+),,
